Text,clean_text,topic_label,topic
i need funds to buy new furniture and appliances for my house,buy new furniture appliance house,Business & Income-Generating,0
i need a loan to install a security system at home,install security system home,Household & Family Needs,2
i need funds to expand my homebased bakery to a physical store,expand homebased bakery physical store,Business & Income-Generating,0
i need money to purchase a food truck and start my own business,purchase food truck start business,Business & Income-Generating,0
i need financial help to install a swimming pool in my backyard,help install swimming pool backyard,Household & Family Needs,2
i need a loan to buy a truck and start a moving business,buy truck start moving business,Business & Income-Generating,0
i need a loan to pay off overdue electricity and water bills,pay overdue electricity water bill,Essential & Personal Expenses,1
i need funds to enroll in a professional certification program,enroll professional certification program,Essential & Personal Expenses,1
i need funds to launch my handmade jewelry brand online,launch handmade jewelry brand online,Business & Income-Generating,0
i need a loan to buy a truck and start a moving business,buy truck start moving business,Business & Income-Generating,0
i need a loan to pay for an international vacation with my family,pay international vacation family,Essential & Personal Expenses,1
i need funds to pay for my daughters college tuition,pay daughter college tuition,Essential & Personal Expenses,1
i need funds to upgrade my computer and buy software for freelance work,upgrade computer buy software freelance work,Business & Income-Generating,0
i need money to purchase specialized tools for my auto repair shop,purchase specialized tool auto repair shop,Business & Income-Generating,0
